x,y,class
-4.958116310470124,13.720047076285239,1.0
11.05101323654444,7.35355133684571,1.0
-15.397869499240311,-4.85774177108954,1.0
4.272121702822916,-3.566341041707962,1.0
7.587083687310592,-16.051841071915412,1.0
-1.3957887238807085,-17.2184195313586,1.0
-10.772737934550046,10.151266010723143,1.0
-15.849361538874954,1.2369435371128765,1.0
4.515053481104375,12.958550884982927,1.0
-6.206255177129998,6.074463152119937,1.0
11.222122214517869,-5.030018809725056,1.0
-15.59339634088666,-0.3038856532709725,1.0
14.597669153953461,-10.787303518985908,1.0
-9.03025863539112,-13.952939299261084,1.0
-3.750877940299228,-16.74586713801097,1.0
10.447757915324056,8.0205768109708,1.0
-6.484933979905648,-15.798844969807773,1.0
2.608285777909017,-4.404467626356874,1.0
-14.171190828316346,-7.684914455345488,1.0
6.0630181215595575,-1.0846920860553964,1.0
4.173012559747565,-17.169255886901784,1.0
-0.5379855736069369,-11.063922220980741,1.0
11.22832756036218,6.7682607680141675,1.0
-5.829172776522169,13.375965990403428,1.0
4.580669678120871,-3.3999978392690022,1.0
14.988219255401557,-10.568841561655352,1.0
-9.335070946387004,0.13751942778939874,1.0
-8.90323184162976,11.887986293885346,1.0
4.521291452938019,-10.527618010791604,1.0
-0.12194255723386442,-11.075551530715762,1.0
-0.26280566264059985,14.110812979474245,1.0
16.61976378855603,-8.051683019385775,1.0
-9.415887148985089,-0.9237345419429556,1.0
5.709047468230107,-16.51557590156222,1.0
4.809239383646808,-10.224844948668428,1.0
-7.785990782135654,12.513644527925239,1.0
-1.4251894933469664,-10.719595884845074,1.0
-3.991263161873137,7.416128548754589,1.0
18.085900508427844,-4.893045713344846,1.0
-4.678574826794217,13.740730679159073,1.0
-6.811719752409318,-7.759475757249321,1.0
15.414767604218836,-9.767749584698683,1.0
-5.48471246222702,6.647269596327672,1.0
-8.015637789174168,-5.9830435524739,1.0
-11.182284440945912,10.095059406728538,1.0
0.14518096257080967,7.970308206887462,1.0
-6.135138421998672,-15.570474053009267,1.0
-2.922573116683162,7.687109157742929,1.0
-6.627685445575356,-15.541969171749951,1.0
6.580839370770688,-16.15791043105127,1.0
11.899413082435006,5.2337947835948535,1.0
-8.566690925704542,12.113770487251408,1.0
13.911882888174414,-11.254692944178867,1.0
10.490947379348322,8.147427251544693,1.0
-7.06034240534881,12.922101798304869,1.0
11.88656164660249,-13.368836221582068,1.0
-9.840882496494197,11.369165393586737,1.0
2.8507652084433763,-11.040443123688826,1.0
9.890774266750503,-6.910206199185538,1.0
12.360733331425756,-0.995814770338526,1.0
11.436822526715224,6.536517884607177,1.0
-5.662706256592127,-8.855949319132211,1.0
13.621371464686234,-12.10392549162867,1.0
-5.573283952020146,-15.85515246155699,1.0
-9.44186732726747,11.424532716540304,1.0
-1.3137517379513124,-10.71779628823415,1.0
-1.4370869713647574,1.810246161613019,1.0
1.260780548848072,-4.701119987001603,1.0
8.376570127409042,10.419095861057892,1.0
-3.0913752408054846,7.522069032711196,1.0
-15.631532083255141,1.273073811689378,1.0
-1.3109070185294862,-17.08469702524858,1.0
-11.782120012626024,-11.380133526244455,1.0
-2.1295093501465803,-17.06781444120983,1.0
-11.917180034673791,9.102986855631729,1.0
-8.77299288952085,2.327079064116248,1.0
9.513761335120197,-15.14582939800742,1.0
-8.69444823525647,3.3678152608535057,1.0
1.9483503137444935,-17.363065229354827,1.0
-15.662642824355395,-0.7413940253577235,1.0
-5.411497976810848,13.46340399751405,1.0
6.41514899790034,0.5536098177112976,1.0
0.5498778661587073,-10.979402098451644,1.0
-1.9125365822639495,-10.697729995348254,1.0
-14.386744977624371,-7.736172680792432,1.0
6.331585218742918,2.0775791213565684,1.0
-13.807016257281909,-8.227956730893142,1.0
-4.493838949222541,-16.3388281027081,1.0
15.699365393532174,-9.497105609647214,1.0
2.355868084764513,-4.676057098472994,1.0
0.4538218264447678,0.17274424303733127,1.0
-15.817192311944256,-1.6518707733184974,1.0
3.9932918357677423,-10.774181212773296,1.0
-7.006256791346494,-15.512029144250594,1.0
-7.639749854071067,-14.883089069417997,1.0
-2.6007917125286393,0.9366395684051196,1.0
11.315324936222222,-4.282947261101195,1.0
15.025890054947542,-10.23184042415271,1.0
-8.91281773934012,-4.266451829854382,1.0
-7.616740030423733,12.402053755521576,1.0
-8.299068308677464,-5.930266323088207,1.0
4.08908791126386,-3.6767777090150835,1.0
-14.874168147366262,-6.84853404043536,1.0
5.9516207188229595,2.6217689280076146,1.0
9.124735040264062,-15.414601219923554,1.0
11.88681774239978,-2.7142194608949413,1.0
18.223653747550085,-4.190685514634224,1.0
-0.1460400449492611,-10.999679435621887,1.0
10.910490305241707,-5.29093726411148,1.0
-0.347586175267358,-17.178424602151246,1.0
-9.438743495061852,-1.0981849243445116,1.0
-7.156759771449517,-7.554810627778965,1.0
4.273577189903761,-3.533423008702477,1.0
-3.6453561558636225,-10.057597335571632,1.0
-7.850471206608536,-15.089160267526017,1.0
1.1421931532647922,-11.045341293055083,1.0
4.977286800103111,-16.850740547547314,1.0
0.22022234485768657,-17.234433442784354,1.0
12.70750061489185,-12.938930443946658,1.0
-3.180017222529916,-1.7082821595672757,1.0
-15.67245803492811,-0.2093556105609375,1.0
12.466036846357627,3.5972684134241764,1.0
-5.208665142688471,13.699899213422798,1.0
-1.3320008145903341,-4.204354654288689,1.0
-13.498435887924666,-9.269391547773111,1.0
-9.113262160738902,-3.4645726260378775,1.0
-9.642944375174132,-13.496487054279795,1.0
-0.5374278560172085,-17.15613816408274,1.0
-1.163316705047249,8.040759282612294,1.0
8.259375418995408,-8.249806329279505,1.0
-7.79986755653335,-14.676106327128592,1.0
-7.548906779499729,-14.89072482772046,1.0
-0.16806425909085712,7.880766542806074,1.0
6.699529474769193,11.693661426280846,1.0
-7.236123209603505,12.80045292469337,1.0
-8.98862107218294,-14.057326955990272,1.0
-9.227570731219618,-2.650548082956584,1.0
-13.703589520633434,-9.268604079064595,1.0
-10.494168080183934,10.559452897083451,1.0
5.387600266820176,12.727989848101025,1.0
0.00547769033979198,7.922461635418587,1.0
18.90099445131428,-1.1253703219200657,1.0
-3.719204883169437,7.3424076233808995,1.0
12.31195227902494,4.056953123293778,1.0
-1.517299577607735,7.710380731814105,1.0
-3.0154562407753964,-2.5096977524753745,1.0
0.5367138448571862,0.9215311437759681,1.0
-15.577256601599682,-2.8451207379389816,1.0
8.302455800211073,10.40475334046752,1.0
17.513303597872447,-5.841723804735624,1.0
-8.65278342251965,-14.363225424797996,1.0
9.586733045108655,-7.152881324992498,1.0
8.873618139265718,-15.157706001972244,1.0
-8.50447199214493,-4.996551325834142,1.0
1.2097690935995469,7.587773797654581,1.0
18.748156992614252,-1.6309398885952517,1.0
-8.58773471348674,3.083106608147841,1.0
-8.46417522647148,12.037897695786453,1.0
7.043080087488769,11.671203316132319,1.0
12.325929099271463,3.3877158159522933,1.0
17.80885809392447,-5.1936678860712755,1.0
-15.11101098858441,3.2623037125693934,1.0
5.3195329975933054,-2.465163604254197,1.0
5.400971508485997,-10.193353670793028,1.0
-7.514353056211786,12.549662656205292,1.0
15.406965271522932,-9.878602464815172,1.0
-13.013971063787487,7.482890804643876,1.0
-5.010875870284373,6.887643357452148,1.0
9.495433378130514,-15.219867166568822,1.0
4.254795595701126,-3.7372385252674523,1.0
-12.527132076441672,8.541676888449535,1.0
-4.007764033062474,-9.832047361992146,1.0
-5.925965492767503,-15.909043146039267,1.0
-8.265728131367636,-5.897685074915266,1.0
5.256216847472498,-2.195423834386825,1.0
-11.49550576447771,9.873294465456356,1.0
18.62536827124255,-2.1674249438649924,1.0
18.63554469744525,-2.6163256736892637,1.0
-6.7887162063397195,-15.379510960009927,1.0
-1.1691756490831038,7.915210172130315,1.0
-14.154404221383835,5.547302712707655,1.0
-2.0174138647216413,-10.558550559326616,1.0
7.580589790409136,11.199942998241571,1.0
-14.998551887883949,3.334849092571077,1.0
-4.934375727679746,-16.10445691084771,1.0
-5.607570157110349,-15.802734322158347,1.0
-8.622569388001267,-14.332255537846638,1.0
-14.639163577371214,-6.790674293901004,1.0
1.932358523936634,7.341135572709445,1.0
7.0781937151809435,-9.345528415237409,1.0
-2.7808955523480092,0.7338687379105668,1.0
-3.386001215894348,-1.046043269887116,1.0
-15.617490965109099,-0.4070789769173815,1.0
4.610800277784048,5.617235580173487,1.0
3.1267793473033887,-4.252703564068509,1.0
0.4579243856940845,0.1565761514279851,1.0
-9.276637367506964,-3.069198763456528,1.0
3.773678462980891,-10.707267897422488,1.0
-12.168221461948402,8.672968350469954,1.0
-15.151201240860411,-5.11967003032898,1.0
-6.6103384876924896,-15.617726995465816,1.0
0.5067195065561165,14.169642776479437,1.0
-1.7597366003371864,13.966566672028273,1.0
2.829224591427024,13.693738490663332,1.0
6.192446285589261,-0.6584164514263395,1.0
-15.33636465813518,-4.281500565039802,1.0
14.748138368155542,-10.692304629971066,1.0
-10.957593221113116,-12.598960019381238,1.0
6.32113712670629,1.6767244387001203,1.0
-15.720018493438987,-2.4000329499546975,1.0
18.06594597590335,-4.389632852051122,1.0
-3.2289865305281507,-0.054200975790579066,1.0
11.294262191023867,-14.187659996185946,1.0
18.749005773470877,-2.1786676304840933,1.0
-10.16291419329818,-13.127368433530807,1.0
11.108664627919108,6.896532946269549,1.0
-9.136251239033326,-3.391055123887491,1.0
18.697478028151274,-1.2933070613272966,1.0
2.8126415361269603,-17.165937597800504,1.0
-2.738468672764562,-16.881961441788516,1.0
12.36798633127992,-1.2719156203403204,1.0
-7.194432140095043,-15.162758167322734,1.0
4.26300331096556,-17.110785001359073,1.0
-15.585791945994872,-0.5542262411594273,1.0
-0.8946515501468854,-10.829788470081418,1.0
-8.68734384700198,12.035027231743719,1.0
11.261242955487457,-4.39052768715188,1.0
2.6154215662331968,7.043685634767331,1.0
3.2469908635578135,-17.288164515116474,1.0
-7.981208293901445,-6.661968410622563,1.0
-14.6883853776932,4.89309969463132,1.0
-15.058108115124314,3.321268616037089,1.0
1.276864062583607,7.705557856805534,1.0
5.66227645993108,4.079410966881503,1.0
-6.24823179422751,-8.253992069797388,1.0
17.135360184503366,-6.753101625863442,1.0
-12.547658911783024,8.417666612014647,1.0
7.666663038281449,-8.809160983636987,1.0
11.708318765757776,-3.4433473483747927,1.0
-14.52020140751789,-7.027427765167653,1.0
12.165859376734,-13.237100958596988,1.0
8.042967346880754,10.819623326461842,1.0
-8.97472637490812,2.2953775701795833,1.0
-13.510465761009911,-9.3206081101047,1.0
-3.2858477073126044,-1.3551390603847941,1.0
-0.631536687913407,-4.468449984153835,1.0
12.319201244991492,2.860343579669522,1.0
-14.971338202340702,4.049020827960654,1.0
12.638974365038953,-0.7511981718289068,1.0
-10.255943526485034,-13.10840703853394,1.0
11.475631297008011,6.211847941120333,1.0
-1.9942982617412457,7.939085498104349,1.0
5.076121179568884,5.075660767258975,1.0
18.60720267979451,-3.2809786765356375,1.0
-10.837076672123942,10.051180592673429,1.0
4.188672506522249,13.345170013056928,1.0
16.451938752047976,-8.439189174374329,1.0
-13.929247163858497,6.287138627610731,1.0
-15.333729192186249,-4.7247942600215245,1.0
4.757107312048216,-10.469299631371229,1.0
16.828326203649663,-7.120867417422881,1.0
7.316193923226979,-9.052383822430578,1.0
-13.725644796598498,6.678201517589573,1.0
6.349655932025611,2.2217866090748206,1.0
5.254354794855961,-2.7589347861316376,1.0
12.232351444016743,-2.045446812791937,1.0
15.643304467031754,-9.661074896929296,1.0
-3.7110388671311867,7.3645931061493215,1.0
7.752390970186623,11.137630229180495,1.0
-7.468240672386276,12.566716660060997,1.0
-5.557687090202155,6.5420296963701405,1.0
-1.6757737862857531,7.886046348372553,1.0
-14.646520153703099,-6.723350572620387,1.0
-15.801573480142165,-0.92056486359427,1.0
8.07398990752056,10.565663739504183,1.0
-1.015905095796345,-10.841363312159352,1.0
3.738996643063717,6.086931923701949,1.0
-14.468932383245031,5.075281380016388,1.0
11.922351906309297,-3.1220726594211676,1.0
0.05343840874163276,-11.084110222847286,1.0
-11.800872567400951,9.314616306034425,1.0
12.004523231901821,-2.848347602846011,1.0
1.8293283486721332,-4.658306713521408,1.0
-0.16443987905688104,14.385970711757032,1.0
-1.0594549156198363,-17.223262662607485,1.0
7.781229672220448,-8.73734129148715,1.0
-14.153952336691852,5.807636351044304,1.0
-10.446615688261916,10.726783205922532,1.0
-7.3782581454625005,-15.36657441456677,1.0
8.604158368857448,-15.4694533334178,1.0
-3.7315744919081446,13.912058852943044,1.0
-9.60617091518554,11.308645911763284,1.0
12.115821468095511,3.9940722787761196,1.0
