x,y,class
2.351229945905575,1.9022323750458363,1.0
2.457984957387801,3.076944739415689,1.0
1.8344285608954145,1.8344401700148516,1.0
3.116672090781977,2.542658301102083,1.0
1.6680314781120051,2.3836478860205044,1.0
1.6723142068904835,1.6706793330501317,1.0
2.1710931630156436,0.6471065646922143,1.0
0.7802989036404331,1.602402675097079,1.0
1.2838202466147608,2.2222064198479026,1.0
1.357930018718306,1.0013504756909548,1.0
3.036370183342146,1.840352046894759,1.0
2.047749651456184,0.9925508960452307,1.0
1.615063283927435,2.0784341153706194,1.0
1.1861246363025262,2.2656586164505725,1.0
1.575284309315409,1.7937413714914419,1.0
1.5745291742078091,3.309758464910177,1.0
1.9904560208606081,1.2520854296001602,1.0
2.5816270851786576,1.1367331763369544,1.0
2.1476888643708634,0.6143039665159289,1.0
1.0608306381465522,2.1392019148358217,1.0
2.5221747263943928,2.121175673709711,1.0
1.9182243152906984,1.7870875350084838,1.0
0.9545270744777608,1.4909932788462392,1.0
1.6742792013768972,2.7474982947024147,1.0
2.242974822693582,0.7533423506388264,1.0
2.2291619724329133,1.7277057082028429,1.0
1.5213438632492944,2.432520451730399,1.0
2.7290267537569797,2.6585144874112796,1.0
1.4065835984386932,1.7813538322088027,1.0
2.234238618704585,2.689814574741713,1.0
1.6611726470497,1.86871927861286,1.0
1.2177030376164946,1.1541541844122905,1.0
2.5745425189041136,2.9590065211190657,1.0
1.9490811547164781,2.7096049172432375,1.0
2.2557152856325304,1.543831446841315,1.0
2.255545283346018,3.087556085860961,1.0
1.9746671648022989,3.1063701391665943,1.0
0.1475604719178838,2.5811728343179268,1.0
2.061551572233619,1.7885698748609626,1.0
2.064884667335197,0.5945765424101226,1.0
1.8446685184740446,2.2525167209629218,1.0
3.045028900911941,1.6335276141716717,1.0
1.4283086908482834,1.64520419197326,1.0
2.647287044939663,2.232462138962965,1.0
1.6254029675135597,2.362934882516667,1.0
2.068644193444971,2.684935441368185,1.0
1.5035734965663283,1.7683078742025775,1.0
1.7227376659617182,0.9651386558079005,1.0
2.209388655959201,2.1845939532228997,1.0
2.0036157598671873,1.8341218472113205,1.0
0.9991817504031162,1.7025588397982105,1.0
1.7576642413528523,1.4327043025415678,1.0
1.8859537795724668,2.285707100797795,1.0
3.3337348413244254,2.1234451552981093,1.0
2.1821156277773115,1.9473587881301007,1.0
0.6432238621164947,1.9812518588743233,1.0
2.042589189881589,3.741775201442622,1.0
1.8639802573676816,2.2132261706128786,1.0
1.9754550722544366,1.1736198345754416,1.0
2.808097761838267,2.531696946410984,1.0
2.5593440538893364,1.356965963988665,1.0
2.991925369872826,1.0087416072860096,1.0
2.4149706306136007,3.5488860268984586,1.0
1.2995850474884874,1.5995670352273341,1.0
2.0704641560079673,1.6439889508121028,1.0
0.903515372555139,2.0484813444236645,1.0
